replay_version 2.1
stopped_at 574
seed 100
recorded_at 2024-12-21 17:00:53 -0600
[:mouse_button_up, 1, 0, 1, 1, 3]
[:scancode_down_raw, 82, 0, 2, 77, 328]
[:key_down_raw, 1073741906, 0, 2, 78, 330]
[:scancode_down_raw, 82, 0, 2, 79, 330]
[:key_down_raw, 1073741903, 0, 2, 80, 332]
[:scancode_down_raw, 79, 0, 2, 81, 332]
[:key_up_raw, 1073741906, 0, 2, 82, 335]
[:scancode_up_raw, 82, 0, 2, 83, 335]
[:key_up_raw, 1073741903, 0, 2, 84, 340]
[:scancode_up_raw, 79, 0, 2, 85, 340]
[:key_down_raw, 1073741904, 0, 2, 86, 367]
[:scancode_down_raw, 80, 0, 2, 87, 367]
[:key_up_raw, 1073741904, 0, 2, 88, 369]
[:scancode_up_raw, 80, 0, 2, 89, 369]
[:key_down_raw, 1073741904, 0, 2, 90, 399]
[:scancode_down_raw, 80, 0, 2, 91, 399]
[:key_up_raw, 1073741904, 0, 2, 92, 401]
[:scancode_up_raw, 80, 0, 2, 93, 401]
[:key_down_raw, 1073741906, 0, 2, 94, 414]
[:scancode_down_raw, 82, 0, 2, 95, 414]
[:key_down_raw, 1073741906, 0, 2, 96, 429]
[:scancode_down_raw, 82, 0, 2, 97, 429]
[:key_down_raw, 1073741906, 0, 2, 98, 431]
[:scancode_down_raw, 82, 0, 2, 99, 431]
[:key_down_raw, 1073741906, 0, 2, 100, 433]
[:scancode_down_raw, 82, 0, 2, 101, 433]
[:key_down_raw, 1073741906, 0, 2, 102, 435]
[:scancode_down_raw, 82, 0, 2, 103, 435]
[:key_down_raw, 1073741906, 0, 2, 104, 437]
[:scancode_down_raw, 82, 0, 2, 105, 437]
[:key_up_raw, 1073741906, 0, 2, 106, 438]
[:scancode_up_raw, 82, 0, 2, 107, 438]
[:key_down_raw, 1073741903, 0, 2, 108, 453]
[:scancode_down_raw, 79, 0, 2, 109, 453]
[:key_up_raw, 1073741903, 0, 2, 110, 461]
[:scancode_up_raw, 79, 0, 2, 111, 461]
[:key_down_raw, 1073741906, 0, 2, 112, 492]
[:scancode_down_raw, 82, 0, 2, 113, 492]
[:key_up_raw, 1073741906, 0, 2, 114, 502]
[:scancode_up_raw, 82, 0, 2, 115, 502]
[:key_down_raw, 1073741905, 0, 2, 116, 509]
[:scancode_down_raw, 81, 0, 2, 117, 509]
[:key_down_raw, 1073741905, 0, 2, 118, 524]
[:scancode_down_raw, 81, 0, 2, 119, 524]
[:key_down_raw, 1073741905, 0, 2, 120, 525]
[:scancode_down_raw, 81, 0, 2, 121, 525]
[:key_down_raw, 1073741905, 0, 2, 122, 527]
[:scancode_down_raw, 81, 0, 2, 123, 527]
[:key_down_raw, 1073741905, 0, 2, 124, 529]
[:scancode_down_raw, 81, 0, 2, 125, 529]
[:key_down_raw, 1073741905, 0, 2, 126, 531]
[:scancode_down_raw, 81, 0, 2, 127, 531]
[:key_down_raw, 1073741905, 0, 2, 128, 533]
[:scancode_down_raw, 81, 0, 2, 129, 533]
[:key_up_raw, 1073741905, 0, 2, 130, 535]
[:scancode_up_raw, 81, 0, 2, 131, 535]
[:scancode_down_raw, 53, 0, 2, 132, 568]
[:textinput, "`", 0, 1, 133, 568]
