replay_version 2.1
stopped_at 711
seed 100
recorded_at 2026-06-02 20:50:42 -0500
[:mouse_button_up, 1, 0, 1, 1, 2]
[:mouse_move, 431, 367, 2, 161, 57]
[:mouse_move, 431, 367, 2, 162, 58]
[:mouse_move, 430, 367, 2, 163, 58]
[:mouse_move, 429, 367, 2, 164, 58]
[:mouse_move, 428, 367, 2, 165, 58]
[:mouse_move, 427, 367, 2, 166, 59]
[:mouse_move, 426, 367, 2, 167, 59]
[:mouse_move, 424, 367, 2, 168, 59]
[:mouse_move, 424, 367, 2, 169, 59]
[:mouse_move, 423, 367, 2, 170, 60]
[:mouse_move, 422, 367, 2, 171, 60]
[:mouse_move, 421, 367, 2, 172, 60]
[:mouse_move, 419, 367, 2, 173, 60]
[:mouse_move, 416, 367, 2, 174, 61]
[:mouse_move, 414, 367, 2, 175, 61]
[:mouse_move, 412, 367, 2, 176, 61]
[:mouse_move, 409, 367, 2, 177, 61]
[:mouse_move, 407, 367, 2, 178, 62]
[:mouse_move, 405, 367, 2, 179, 62]
[:mouse_move, 402, 367, 2, 180, 62]
[:mouse_move, 398, 367, 2, 181, 62]
[:mouse_move, 395, 367, 2, 182, 63]
[:mouse_move, 392, 368, 2, 183, 63]
[:mouse_move, 386, 369, 2, 184, 63]
[:mouse_move, 381, 370, 2, 185, 63]
[:mouse_move, 376, 371, 2, 186, 64]
[:mouse_move, 370, 373, 2, 187, 64]
[:mouse_move, 365, 374, 2, 188, 64]
[:mouse_move, 359, 375, 2, 189, 64]
[:mouse_move, 353, 376, 2, 190, 65]
[:mouse_move, 347, 378, 2, 191, 65]
[:mouse_move, 340, 380, 2, 192, 65]
[:mouse_move, 333, 382, 2, 193, 65]
[:mouse_move, 328, 383, 2, 194, 66]
[:mouse_move, 326, 383, 2, 195, 66]
[:mouse_move, 323, 384, 2, 196, 66]
[:mouse_move, 320, 384, 2, 197, 66]
[:mouse_move, 318, 385, 2, 198, 67]
[:mouse_move, 315, 385, 2, 199, 67]
[:mouse_move, 312, 386, 2, 200, 67]
[:mouse_move, 310, 386, 2, 201, 67]
[:mouse_move, 309, 386, 2, 202, 68]
[:mouse_move, 307, 386, 2, 203, 68]
[:mouse_move, 306, 387, 2, 204, 68]
[:mouse_move, 306, 387, 2, 205, 68]
[:mouse_move, 306, 387, 2, 206, 70]
[:mouse_move, 306, 387, 2, 207, 70]
[:mouse_move, 306, 387, 2, 208, 71]
[:mouse_move, 306, 387, 2, 209, 71]
[:mouse_move, 306, 386, 2, 210, 71]
[:mouse_move, 306, 386, 2, 211, 71]
[:mouse_move, 306, 385, 2, 212, 72]
[:mouse_move, 306, 384, 2, 213, 72]
[:mouse_move, 306, 384, 2, 214, 72]
[:mouse_move, 306, 383, 2, 215, 72]
[:mouse_move, 306, 383, 2, 216, 73]
[:mouse_move, 306, 382, 2, 217, 73]
[:mouse_move, 307, 381, 2, 218, 73]
[:mouse_move, 308, 381, 2, 219, 73]
[:mouse_move, 308, 380, 2, 220, 74]
[:mouse_move, 309, 380, 2, 221, 74]
[:mouse_move, 310, 379, 2, 222, 74]
[:mouse_move, 310, 379, 2, 223, 74]
[:mouse_move, 311, 378, 2, 224, 75]
[:mouse_move, 311, 378, 2, 225, 75]
[:mouse_move, 311, 378, 2, 226, 75]
[:mouse_move, 312, 378, 2, 227, 75]
[:mouse_move, 312, 378, 2, 228, 76]
[:mouse_move, 312, 377, 2, 229, 76]
[:mouse_move, 312, 377, 2, 230, 76]
[:mouse_move, 313, 377, 2, 231, 76]
[:mouse_move, 313, 377, 2, 232, 77]
[:mouse_move, 313, 377, 2, 233, 77]
[:mouse_move, 313, 377, 2, 234, 77]
[:mouse_move, 313, 377, 2, 235, 77]
[:mouse_move, 313, 377, 2, 236, 78]
[:mouse_move, 313, 377, 2, 237, 78]
[:mouse_move, 313, 377, 2, 238, 78]
[:mouse_move, 313, 377, 2, 239, 78]
[:mouse_move, 313, 377, 2, 240, 79]
[:mouse_move, 313, 377, 2, 241, 79]
[:mouse_move, 313, 377, 2, 242, 79]
[:mouse_move, 313, 377, 2, 243, 79]
[:mouse_move, 313, 377, 2, 244, 80]
[:mouse_move, 314, 377, 2, 245, 80]
[:mouse_move, 314, 377, 2, 246, 80]
[:mouse_move, 314, 377, 2, 247, 80]
[:mouse_move, 314, 377, 2, 248, 81]
[:mouse_move, 314, 377, 2, 249, 81]
[:mouse_move, 314, 376, 2, 250, 81]
[:mouse_move, 314, 376, 2, 251, 81]
[:mouse_move, 314, 376, 2, 252, 82]
[:mouse_move, 314, 376, 2, 253, 82]
[:mouse_move, 314, 376, 2, 254, 89]
[:mouse_move, 314, 376, 2, 255, 89]
[:mouse_move, 314, 376, 2, 256, 89]
[:mouse_move, 314, 376, 2, 257, 89]
[:mouse_move, 314, 376, 2, 258, 89]
[:mouse_move, 314, 376, 2, 259, 90]
[:mouse_move, 314, 376, 2, 260, 90]
[:mouse_move, 314, 375, 2, 261, 90]
[:mouse_move, 314, 375, 2, 262, 90]
[:mouse_move, 314, 375, 2, 263, 91]
[:mouse_move, 314, 375, 2, 264, 91]
[:mouse_move, 314, 375, 2, 265, 91]
[:mouse_move, 314, 375, 2, 266, 91]
[:mouse_move, 314, 374, 2, 267, 92]
[:mouse_move, 314, 374, 2, 268, 92]
[:mouse_move, 314, 374, 2, 269, 92]
[:mouse_move, 314, 374, 2, 270, 92]
[:mouse_move, 314, 373, 2, 271, 93]
[:mouse_move, 314, 373, 2, 272, 93]
[:mouse_move, 315, 372, 2, 273, 93]
[:mouse_move, 315, 372, 2, 274, 93]
[:mouse_move, 315, 371, 2, 275, 94]
[:mouse_move, 315, 371, 2, 276, 94]
[:mouse_move, 316, 371, 2, 277, 94]
[:mouse_move, 316, 370, 2, 278, 94]
[:mouse_move, 316, 370, 2, 279, 95]
[:mouse_move, 316, 370, 2, 280, 95]
[:mouse_move, 316, 370, 2, 281, 95]
[:mouse_move, 317, 370, 2, 282, 95]
[:mouse_move, 317, 369, 2, 283, 96]
[:mouse_move, 317, 369, 2, 284, 96]
[:mouse_move, 317, 369, 2, 285, 96]
[:mouse_move, 317, 369, 2, 286, 96]
[:mouse_move, 318, 368, 2, 287, 97]
[:mouse_move, 318, 368, 2, 288, 97]
[:mouse_move, 318, 368, 2, 289, 97]
[:mouse_move, 319, 367, 2, 290, 97]
[:mouse_move, 319, 367, 2, 291, 98]
[:mouse_move, 319, 367, 2, 292, 98]
[:mouse_move, 319, 367, 2, 293, 98]
[:mouse_move, 319, 366, 2, 294, 98]
[:mouse_move, 319, 366, 2, 295, 99]
[:mouse_move, 319, 366, 2, 296, 99]
[:mouse_move, 320, 366, 2, 297, 99]
[:mouse_move, 320, 366, 2, 298, 99]
[:mouse_move, 320, 366, 2, 299, 100]
[:mouse_move, 320, 366, 2, 300, 100]
[:mouse_move, 320, 365, 2, 301, 100]
[:mouse_move, 320, 365, 2, 302, 100]
[:mouse_move, 320, 365, 2, 303, 101]
[:mouse_move, 320, 365, 2, 304, 101]
[:mouse_move, 320, 365, 2, 305, 101]
[:mouse_move, 320, 365, 2, 306, 101]
[:mouse_move, 320, 365, 2, 307, 102]
[:mouse_move, 321, 365, 2, 308, 102]
[:mouse_move, 321, 365, 2, 309, 102]
[:mouse_move, 321, 364, 2, 310, 102]
[:mouse_move, 321, 364, 2, 311, 103]
[:mouse_move, 321, 364, 2, 312, 103]
[:mouse_move, 321, 364, 2, 313, 103]
[:mouse_move, 321, 364, 2, 314, 103]
[:mouse_move, 321, 364, 2, 315, 104]
[:mouse_move, 321, 364, 2, 316, 104]
[:mouse_move, 321, 364, 2, 317, 104]
[:mouse_move, 321, 364, 2, 318, 104]
[:mouse_move, 321, 364, 2, 319, 105]
[:mouse_move, 321, 364, 2, 320, 105]
[:mouse_move, 321, 364, 2, 321, 105]
[:mouse_move, 321, 364, 2, 322, 105]
[:mouse_move, 321, 364, 2, 323, 106]
[:mouse_move, 321, 364, 2, 324, 108]
[:mouse_move, 321, 364, 2, 325, 108]
[:mouse_move, 321, 365, 2, 326, 109]
[:mouse_move, 321, 366, 2, 327, 109]
[:mouse_move, 321, 366, 2, 328, 109]
[:mouse_button_pressed, 1, 0, 1, 329, 128]
[:mouse_move, 321, 366, 2, 330, 128]
[:mouse_move, 321, 366, 2, 331, 128]
[:mouse_move, 321, 366, 2, 332, 129]
[:mouse_move, 321, 366, 2, 333, 129]
[:mouse_move, 320, 366, 2, 334, 129]
[:mouse_move, 318, 366, 2, 335, 129]
[:mouse_move, 317, 366, 2, 336, 130]
[:mouse_move, 316, 366, 2, 337, 130]
[:mouse_move, 314, 366, 2, 338, 130]
[:mouse_move, 312, 366, 2, 339, 130]
[:mouse_move, 310, 366, 2, 340, 131]
[:mouse_move, 308, 366, 2, 341, 131]
[:mouse_move, 305, 366, 2, 342, 131]
[:mouse_move, 302, 366, 2, 343, 131]
[:mouse_move, 299, 366, 2, 344, 132]
[:mouse_move, 297, 366, 2, 345, 132]
[:mouse_move, 295, 366, 2, 346, 132]
[:mouse_move, 293, 365, 2, 347, 132]
[:mouse_move, 291, 365, 2, 348, 133]
[:mouse_move, 288, 365, 2, 349, 133]
[:mouse_move, 285, 365, 2, 350, 133]
[:mouse_move, 283, 365, 2, 351, 133]
[:mouse_move, 278, 364, 2, 352, 134]
[:mouse_move, 272, 364, 2, 353, 134]
[:mouse_move, 266, 363, 2, 354, 134]
[:mouse_move, 260, 362, 2, 355, 134]
[:mouse_move, 259, 362, 2, 356, 135]
[:mouse_move, 258, 362, 2, 357, 135]
[:mouse_move, 256, 362, 2, 358, 135]
[:mouse_move, 255, 362, 2, 359, 135]
[:mouse_move, 255, 362, 2, 360, 136]
[:mouse_move, 254, 361, 2, 361, 136]
[:mouse_move, 253, 361, 2, 362, 136]
[:mouse_move, 252, 361, 2, 363, 136]
[:mouse_move, 250, 361, 2, 364, 137]
[:mouse_move, 248, 361, 2, 365, 137]
[:mouse_move, 246, 361, 2, 366, 137]
[:mouse_move, 246, 361, 2, 367, 137]
[:mouse_move, 246, 361, 2, 368, 138]
[:mouse_move, 246, 361, 2, 369, 138]
[:mouse_move, 246, 361, 2, 370, 138]
[:mouse_move, 245, 360, 2, 371, 138]
[:mouse_move, 245, 360, 2, 372, 139]
[:mouse_move, 244, 360, 2, 373, 139]
[:mouse_move, 244, 360, 2, 374, 139]
[:mouse_move, 244, 360, 2, 375, 139]
[:mouse_move, 244, 360, 2, 376, 140]
[:mouse_move, 244, 359, 2, 377, 140]
[:mouse_move, 243, 359, 2, 378, 140]
[:mouse_move, 243, 359, 2, 379, 140]
[:mouse_move, 243, 359, 2, 380, 141]
[:mouse_move, 243, 359, 2, 381, 141]
[:mouse_move, 242, 358, 2, 382, 141]
[:mouse_move, 242, 358, 2, 383, 141]
[:mouse_move, 241, 357, 2, 384, 142]
[:mouse_move, 241, 356, 2, 385, 142]
[:mouse_move, 240, 356, 2, 386, 142]
[:mouse_move, 239, 355, 2, 387, 142]
[:mouse_move, 238, 354, 2, 388, 143]
[:mouse_move, 237, 353, 2, 389, 143]
[:mouse_move, 236, 352, 2, 390, 143]
[:mouse_move, 235, 351, 2, 391, 143]
[:mouse_move, 234, 350, 2, 392, 144]
[:mouse_move, 233, 348, 2, 393, 144]
[:mouse_move, 232, 347, 2, 394, 144]
[:mouse_move, 230, 346, 2, 395, 144]
[:mouse_move, 230, 345, 2, 396, 145]
[:mouse_move, 229, 344, 2, 397, 145]
[:mouse_move, 228, 343, 2, 398, 145]
[:mouse_move, 227, 342, 2, 399, 145]
[:mouse_move, 225, 341, 2, 400, 146]
[:mouse_move, 224, 339, 2, 401, 146]
[:mouse_move, 222, 338, 2, 402, 146]
[:mouse_move, 221, 336, 2, 403, 146]
[:mouse_move, 219, 335, 2, 404, 147]
[:mouse_move, 218, 333, 2, 405, 147]
[:mouse_move, 217, 332, 2, 406, 147]
[:mouse_move, 216, 331, 2, 407, 147]
[:mouse_move, 215, 330, 2, 408, 148]
[:mouse_move, 214, 329, 2, 409, 148]
[:mouse_move, 213, 327, 2, 410, 148]
[:mouse_move, 211, 325, 2, 411, 148]
[:mouse_move, 209, 323, 2, 412, 149]
[:mouse_move, 208, 322, 2, 413, 149]
[:mouse_move, 207, 320, 2, 414, 149]
[:mouse_move, 206, 318, 2, 415, 149]
[:mouse_move, 205, 317, 2, 416, 150]
[:mouse_move, 204, 315, 2, 417, 150]
[:mouse_move, 203, 314, 2, 418, 150]
[:mouse_move, 202, 312, 2, 419, 150]
[:mouse_move, 201, 311, 2, 420, 151]
[:mouse_move, 200, 310, 2, 421, 151]
[:mouse_move, 200, 308, 2, 422, 151]
[:mouse_move, 199, 307, 2, 423, 151]
[:mouse_move, 198, 306, 2, 424, 152]
[:mouse_move, 197, 304, 2, 425, 152]
[:mouse_move, 196, 303, 2, 426, 152]
[:mouse_move, 196, 301, 2, 427, 152]
[:mouse_move, 195, 300, 2, 428, 153]
[:mouse_move, 195, 299, 2, 429, 153]
[:mouse_move, 194, 298, 2, 430, 153]
[:mouse_move, 194, 296, 2, 431, 153]
[:mouse_move, 193, 295, 2, 432, 154]
[:mouse_move, 193, 294, 2, 433, 154]
[:mouse_move, 192, 293, 2, 434, 154]
[:mouse_move, 192, 292, 2, 435, 154]
[:mouse_move, 192, 291, 2, 436, 155]
[:mouse_move, 191, 291, 2, 437, 155]
[:mouse_move, 191, 290, 2, 438, 155]
[:mouse_move, 191, 289, 2, 439, 155]
[:mouse_move, 191, 288, 2, 440, 156]
[:mouse_move, 191, 287, 2, 441, 156]
[:mouse_move, 191, 286, 2, 442, 156]
[:mouse_move, 191, 285, 2, 443, 156]
[:mouse_move, 190, 284, 2, 444, 157]
[:mouse_move, 190, 283, 2, 445, 157]
[:mouse_move, 190, 282, 2, 446, 157]
[:mouse_move, 190, 281, 2, 447, 157]
[:mouse_move, 190, 280, 2, 448, 158]
[:mouse_move, 190, 279, 2, 449, 158]
[:mouse_move, 190, 278, 2, 450, 158]
[:mouse_move, 190, 277, 2, 451, 158]
[:mouse_move, 190, 276, 2, 452, 159]
[:mouse_move, 190, 274, 2, 453, 159]
[:mouse_move, 190, 274, 2, 454, 159]
[:mouse_move, 190, 273, 2, 455, 159]
[:mouse_move, 190, 272, 2, 456, 160]
[:mouse_move, 190, 271, 2, 457, 160]
[:mouse_move, 190, 270, 2, 458, 160]
[:mouse_move, 190, 269, 2, 459, 160]
[:mouse_move, 190, 267, 2, 460, 161]
[:mouse_move, 190, 266, 2, 461, 161]
[:mouse_move, 190, 266, 2, 462, 161]
[:mouse_move, 189, 265, 2, 463, 161]
[:mouse_move, 189, 264, 2, 464, 162]
[:mouse_move, 189, 263, 2, 465, 162]
[:mouse_move, 189, 261, 2, 466, 162]
[:mouse_move, 189, 260, 2, 467, 162]
[:mouse_move, 189, 259, 2, 468, 163]
[:mouse_move, 189, 259, 2, 469, 163]
[:mouse_move, 190, 258, 2, 470, 163]
[:mouse_move, 190, 258, 2, 471, 163]
[:mouse_move, 190, 257, 2, 472, 164]
[:mouse_move, 190, 257, 2, 473, 164]
[:mouse_move, 190, 256, 2, 474, 164]
[:mouse_move, 190, 255, 2, 475, 164]
[:mouse_move, 190, 255, 2, 476, 165]
[:mouse_move, 191, 254, 2, 477, 165]
[:mouse_move, 191, 254, 2, 478, 165]
[:mouse_move, 191, 253, 2, 479, 165]
[:mouse_move, 191, 252, 2, 480, 166]
[:mouse_move, 191, 251, 2, 481, 166]
[:mouse_move, 191, 251, 2, 482, 166]
[:mouse_move, 192, 250, 2, 483, 166]
[:mouse_move, 192, 249, 2, 484, 167]
[:mouse_move, 192, 248, 2, 485, 167]
[:mouse_move, 192, 248, 2, 486, 167]
[:mouse_move, 193, 247, 2, 487, 167]
[:mouse_move, 193, 246, 2, 488, 168]
[:mouse_move, 193, 245, 2, 489, 168]
[:mouse_move, 194, 245, 2, 490, 168]
[:mouse_move, 194, 244, 2, 491, 168]
[:mouse_move, 195, 243, 2, 492, 169]
[:mouse_move, 195, 242, 2, 493, 169]
[:mouse_move, 196, 240, 2, 494, 169]
[:mouse_move, 196, 239, 2, 495, 169]
[:mouse_move, 197, 238, 2, 496, 170]
[:mouse_move, 198, 236, 2, 497, 170]
[:mouse_move, 199, 234, 2, 498, 170]
[:mouse_move, 200, 232, 2, 499, 171]
[:mouse_move, 202, 230, 2, 500, 171]
[:mouse_move, 203, 228, 2, 501, 171]
[:mouse_move, 204, 226, 2, 502, 171]
[:mouse_move, 205, 225, 2, 503, 171]
[:mouse_move, 206, 224, 2, 504, 172]
[:mouse_move, 207, 222, 2, 505, 172]
[:mouse_move, 208, 221, 2, 506, 172]
[:mouse_move, 209, 219, 2, 507, 172]
[:mouse_move, 210, 217, 2, 508, 173]
[:mouse_move, 212, 215, 2, 509, 173]
[:mouse_move, 213, 213, 2, 510, 173]
[:mouse_move, 214, 211, 2, 511, 173]
[:mouse_move, 216, 209, 2, 512, 174]
[:mouse_move, 218, 207, 2, 513, 174]
[:mouse_move, 219, 205, 2, 514, 174]
[:mouse_move, 221, 203, 2, 515, 174]
[:mouse_move, 221, 203, 2, 516, 175]
[:mouse_move, 222, 202, 2, 517, 175]
[:mouse_move, 222, 201, 2, 518, 175]
[:mouse_move, 223, 200, 2, 519, 175]
[:mouse_move, 224, 199, 2, 520, 176]
[:mouse_move, 226, 197, 2, 521, 176]
[:mouse_move, 227, 196, 2, 522, 176]
[:mouse_move, 228, 195, 2, 523, 176]
[:mouse_move, 229, 194, 2, 524, 177]
[:mouse_move, 230, 193, 2, 525, 177]
[:mouse_move, 231, 192, 2, 526, 177]
[:mouse_move, 231, 191, 2, 527, 177]
[:mouse_move, 232, 191, 2, 528, 178]
[:mouse_move, 233, 190, 2, 529, 178]
[:mouse_move, 234, 189, 2, 530, 178]
[:mouse_move, 235, 189, 2, 531, 178]
[:mouse_move, 236, 188, 2, 532, 179]
[:mouse_move, 237, 187, 2, 533, 179]
[:mouse_move, 238, 186, 2, 534, 179]
[:mouse_move, 239, 186, 2, 535, 179]
[:mouse_move, 240, 185, 2, 536, 180]
[:mouse_move, 241, 184, 2, 537, 180]
[:mouse_move, 242, 184, 2, 538, 180]
[:mouse_move, 243, 183, 2, 539, 180]
[:mouse_move, 244, 183, 2, 540, 181]
[:mouse_move, 245, 182, 2, 541, 181]
[:mouse_move, 246, 181, 2, 542, 181]
[:mouse_move, 247, 181, 2, 543, 181]
[:mouse_move, 247, 180, 2, 544, 182]
[:mouse_move, 249, 179, 2, 545, 182]
[:mouse_move, 250, 178, 2, 546, 182]
[:mouse_move, 251, 178, 2, 547, 182]
[:mouse_move, 253, 177, 2, 548, 183]
[:mouse_move, 255, 176, 2, 549, 183]
[:mouse_move, 257, 175, 2, 550, 183]
[:mouse_move, 259, 174, 2, 551, 183]
[:mouse_move, 261, 173, 2, 552, 184]
[:mouse_move, 262, 172, 2, 553, 184]
[:mouse_move, 264, 171, 2, 554, 184]
[:mouse_move, 266, 169, 2, 555, 184]
[:mouse_move, 268, 168, 2, 556, 185]
[:mouse_move, 271, 166, 2, 557, 185]
[:mouse_move, 273, 165, 2, 558, 185]
[:mouse_move, 275, 164, 2, 559, 185]
[:mouse_move, 276, 163, 2, 560, 186]
[:mouse_move, 277, 163, 2, 561, 186]
[:mouse_move, 280, 162, 2, 562, 186]
[:mouse_move, 283, 160, 2, 563, 186]
[:mouse_move, 287, 159, 2, 564, 187]
[:mouse_move, 290, 157, 2, 565, 187]
[:mouse_move, 292, 156, 2, 566, 187]
[:mouse_move, 294, 156, 2, 567, 187]
[:mouse_move, 295, 155, 2, 568, 188]
[:mouse_move, 297, 154, 2, 569, 188]
[:mouse_move, 298, 153, 2, 570, 188]
[:mouse_move, 300, 153, 2, 571, 188]
[:mouse_move, 302, 152, 2, 572, 189]
[:mouse_move, 303, 151, 2, 573, 189]
[:mouse_move, 305, 150, 2, 574, 189]
[:mouse_move, 307, 149, 2, 575, 189]
[:mouse_move, 308, 148, 2, 576, 190]
[:mouse_move, 310, 148, 2, 577, 190]
[:mouse_move, 311, 148, 2, 578, 190]
